timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2023-12-22T06:26:04,Teeny-tiny-llama,87b5ddf3-ed86-4773-beea-2e4c1fe71ada,139415.49263334274,5.672690942347121,4.095989584766087e-05,42.5,0.0,31.303916931152344,1.645874401431274,12.663402749047417,1.2120578236710835,15.521334974149243,Germany,DEU,,,,Linux-6.1.58+-x86_64-with-glibc2.35,3.10.12,2.3.2,12,Intel(R) Xeon(R) CPU @ 2.20GHz,1,1 x NVIDIA A100-SXM4-40GB,,,83.47711181640625,machine,N,1.0
