timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-01-03T13:51:28,TeenyTinyLlama,45715238-8bce-4728-96e2-1f71f14ba5d4,1009909.606500864,41.28941942540837,4.007573750865538e-05,42.5,47.67656521740482,31.303916931152344,11.922522712083655,92.27103601704754,8.78049825778793,112.97405698691946,Germany,DEU,,,,Linux-6.1.58+-x86_64-with-glibc2.35,3.10.12,2.3.2,12,Intel(R) Xeon(R) CPU @ 2.20GHz,1,1 x NVIDIA A100-SXM4-40GB,,,83.47711181640625,machine,N,1.0
